h1|h2|h3|ind|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak < 30 urte: 2. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak < 30 urte: Bestelako ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak < 30 urte: Alfabetatu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak < 30 urte: Lehen mailako ikasketak amaitu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak < 30 urte: Lehen mailako ikasketen ziurtagiria"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak < 30 urte: Erdi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak < 30 urte: DBH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak < 30 urte: Goi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak < 30 urte: 1. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak < 30 urte: 2. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak < 30 urte: Bestelako ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak < 30 urte: Bestelako ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak < 30 urte:Alfabetatu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak < 30 urte: Lehen mailako ikasketak amaitu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak < 30 urte: Lehen mailako ikasketen ziurtagiria"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak < 30 urte: Erdi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak < 30 urte: DBH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak < 30 urte: Goi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak < 30 urte: 1. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak < 30 urte: 2. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 25-44 urte artekoak: Alfabetatu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 25-44 urte artekoak: Lehen mailako ikasketak amaitu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 25-44 urte artekoak: Lehen mailako ikasketen ziurtagiria"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 25-44 urte artekoak: Erdi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 25-44 urte artekoak: DBH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 25-44 urte artekoak: Goi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 25-44 urte artekoak: 1. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 25-44 urte artekoak: 2. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 25-44 urte artekoak: Bestelako ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 25-44 urte artekoak: Alfabetatu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 25-44 urte artekoak: Lehen mailako ikasketak amaitu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 25-44 urte artekoak: Lehen mailako ikasketen ziurtagiria"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 25-44 urte artekoak: Erdi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 25-44 urte artekoak: DBH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 25-44 urte artekoak: Goi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 25-44 urte artekoak: 1. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 25-44 urte artekoak: 2. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 25-44 urte artekoak: Bestelako ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 25-44 urte artekoak: Alfabetatu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 25-44 urte artekoak: Lehen mailako ikasketak amaitu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 25-44 urte artekoak: Lehen mailako ikasketen ziurtagiria"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 25-44 urte artekoak: Erdi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 25-44 urte artekoak: DBH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 25-44 urte artekoak: Goi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 25-44 urte artekoak: 1. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 25-44 urte artekoak: 2. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 25-44 urte artekoak: Bestelako ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 45 urtetik gorakoak: Alfabetatu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 45 urtetik gorakoak: Lehen mailako ikasketak amaitu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 45 urtetik gorakoak: Lehen mailako ikasketen ziurtagiria"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 45 urtetik gorakoak: Erdi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 45 urtetik gorakoak: DBH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 45 urtetik gorakoak: Goi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 45 urtetik gorakoak: 1. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 45 urtetik gorakoak: 2. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetuak 45 urtetik gorakoak: Bestelako ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 45 urtetik gorakoak: Alfabetatu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 45 urtetik gorakoak: Lehen mailako ikasketak amaitu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 45 urtetik gorakoak: Lehen mailako ikasketen ziurtagiria"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 45 urtetik gorakoak: Erdi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 45 urtetik gorakoak: DBH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 45 urtetik gorakoak: Goi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 45 urtetik gorakoak: 1. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 45 urtetik gorakoak: 2. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu gizonezkoak 45 urtetik gorakoak: Bestelako ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 45 urtetik gorakoak: Alfabetatu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 45 urtetik gorakoak: Lehen mailako ikasketak amaitu gabe"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 45 urtetik gorakoak: Lehen mailako ikasketen ziurtagiria"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 45 urtetik gorakoak: Erdi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 45 urtetik gorakoak: DBH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 45 urtetik gorakoak: Goi mailako LH"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 45 urtetik gorakoak: 1. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 45 urtetik gorakoak: 2. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Langabezia"|"Langabetuak sexu, adin eta ikasketa mailaren arabera"|"Langabetu emakumezkoak 45 urtetik gorakoak: Bestelako ikasketa unibertsitarioak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak Orotara"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak sexuaren arabera: Gizonezkoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak sexuaren arabera: Emakumezkoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak sektoreko: Nekazaritza"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak sektoreko: Industria"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak sektoreko: Eraikuntza"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak sektoreko: Zerbitzuak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak motaren arabera: Mugagabea"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak motaren arabera: Mugagabe bihurtuta"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak mota arabera: Aldi baterakoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak sexuaren eta motaren arabera: Gizonezkoak eta mugagabeak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak sexuaren eta motaren arabera: Gizonezkoak eta mugagabe bihurtuak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak sexuaren eta motaren arabera: Gizonezkoak eta aldi baterakoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak sexuaren eta motaren arabera: Emakumezkoak eta mugagabeak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak sexuaren eta motaren arabera: Emakumezkoak eta mugagabe bihurtuak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuak sexuaren eta motaren arabera: Emakumezkoak eta aldi baterakoa"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Urtean erregistratutako kontratuak (15 urteko eta gehiagoko ‰ biztanleko)"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuen % sexuaren arabera (kontratu guztien %): Gizonezkoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuen % sexuaren arabera : Emakumezkoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuen % sektorearen arabera (kontratu guztien %): Nekazaritza"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuen % sektorearen arabera (kontratu guztien %): Industria"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuen % sektorearen arabera (kontratu guztien %): Eraikuntza"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuen % sektorearen arabera (kontratu guztien %): Zerbitzuak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuen % motaren arabera (kontratu guztien %): Mugagabeak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuen % motaren arabera (kontratu guztien %): Mugagabe bihurtuak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratuen % motaren arabera (kontratu guztien %): Aldi baterakoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratu mugagabeen %: Gizonezkoak (kontratu mugagabe guztien %)"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratu mugagabe bihurtuen %: Gizonezkoak (kontratu mugagabe bihurtu guztien %)"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Aldi baterako kontratuen %: Gizonezkoak (aldi baterako kontratu guztien %)"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratu mugagabeen %: Emakumezkoak (kontratu mugagabe guztien %)"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratu mugagabe bihurtuen %: Emakumezkoak (kontratu mugagabe bihurtu guztien %)"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Aldi baterako kontratuen %: Emakumezkoak (aldi baterako kontratu guztien %)"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Urtean erregistratutako kontratu mugagabeen %: 30 urtetik beherakoak (kontratu mugagabe guztien %)"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Urtean erregistratutako kontratu mugagabeen %: 45 urteko eta gehiagokoak (kontratu mugagabe guztien %)"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratatutako biztanleria: Orotara"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratatutako biztanleria: Gizonezkoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratatutako biztanleria: Emakumezkoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Urtean kontratatutako biztanleria (15 urteko eta gehiagoko ‰ biztanleko)"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratu txandaketa: Orotara"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratu txandaketa: Gizonezkoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Kontratu txandaketa: Emakumezkoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Atzerritarren kontratuak: Orotara"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Atzerritarren kontratuak: Gizonezkoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Atzerritarren kontratuak: Emakumezkoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Atzerritarren kontratuen % (kontratu guztien %)"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Crecimiento mensual de los contratos"|
"Lan merkatua"|"Kontratuak"|"Kontratuak2"|"Crecimiento anual de los contratos"|
"Lan merkatua"|"Kontratuak"|"Langabetuak sexu eta sektorearen arabera"|"Gizonezkoen kontratuak: Nekazaritza"|
"Lan merkatua"|"Kontratuak"|"Langabetuak sexu eta sektorearen arabera"|"Gizonezkoen kontratuak: Industria"|
"Lan merkatua"|"Kontratuak"|"Langabetuak sexu eta sektorearen arabera"|"Gizonezkoen kontratuak: Eraikuntza"|
"Lan merkatua"|"Kontratuak"|"Langabetuak sexu eta sektorearen arabera"|"Gizonezkoen kontratuak: Zerbitzuak"|
"Lan merkatua"|"Kontratuak"|"Langabetuak sexu eta sektorearen arabera"|"Emakumezkoen kontratuak: Nekazaritza"|
"Lan merkatua"|"Kontratuak"|"Langabetuak sexu eta sektorearen arabera"|"Emakumezkoen kontratuak: Industria"|
"Lan merkatua"|"Kontratuak"|"Langabetuak sexu eta sektorearen arabera"|"Emakumezkoen kontratuak: Eraikuntza"|
"Lan merkatua"|"Kontratuak"|"Langabetuak sexu eta sektorearen arabera"|"Emakumezkoen kontratuak: Zerbitzuak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Kontratuak: Enpresa Zuzendaritza eta Administrazio Publikoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Kontratuak: Teknikari eta profesional zientifiko eta intelektualak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Kontratuak: Laguntzako teknikariak eta profesionalak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Kontratuak: Administrariak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Kontratuak: Jatetxeetako, zerbitzu pertsonaletako eta babes-zerbitzuetako langileak eta dendetako saltzaileak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Kontratuak: Nekazaritzako eta arrantzako langile kualifikatuak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Kontratuak: Artisauak eta manufaktura-industrietako, eraikuntzako eta meatzaritzako langile kualifikatuak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Kontratuak: Instalazioetako eta makinetako eragileak, muntatzaileak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Kontratuak: Berezitasunik gabeko langileak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Kontratuak: Indar armatuak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Gizonezkoen kontratuak:Enpresa Zuzendaritza eta Administrazio Publikoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Gizonezkoen kontratuak: Teknikari eta profesional zientifiko eta intelektualak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Gizonezkoen kontratuak: Laguntzako teknikariak eta profesionalak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Gizonezkoen kontratuak: Administrariak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Gizonezkoen kontratuak: Jatetxeetako, zerbitzu pertsonaletako eta babes-zerbitzuetako langileak eta dendetako saltzaileak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Gizonezkoen kontratuak: Nekazaritzako eta arrantzako langile kualifikatuak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Gizonezkoen kontratuak: Artisauak eta manufaktura-industrietako, eraikuntzako eta meatzaritzako langile kualifikatuak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Gizonezkoen kontratuak: Instalazioetako eta makinetako eragileak, muntatzaileak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Gizonezkoen kontratuak: Berezitasunik gabeko langileak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Gizonezkoen kontratuak: Indar armatuak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Emakumezkoen kontratuak:Enpresa Zuzendaritza eta Administrazio Publikoak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Emakumezkoen kontratuak: Teknikari eta profesional zientifiko eta intelektualak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Emakumezkoen kontratuak: Laguntzako teknikariak eta profesionalak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Emakumezkoen kontratuak: Administrariak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Emakumezkoen kontratuak: Jatetxeetako, zerbitzu pertsonaletako eta babes-zerbitzuetako langileak eta dendetako saltzaileak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Emakumezkoen kontratuak: Nekazaritzako eta arrantzako langile kualifikatuak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Emakumezkoen kontratuak: Artisauak eta manufaktura-industrietako, eraikuntzako eta meatzaritzako langile kualifikatuak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Emakumezkoen kontratuak: Instalazioetako eta makinetako eragileak, muntatzaileak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Emakumezkoen kontratuak: Berezitasunik gabeko langileak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu eta lanbidearen arabera"|"Emakumezkoen kontratuak: Indar armatuak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta motaren arabera"|"Gizonezkoen kontratuak < 25 urte: Mugagabea"|
